timestamp,z60_y0_x90,z60_y0_x60,z60_y0_x30,z60_y0_x0,z40_y0_x90,z40_y0_x60,z40_y0_x30,z40_y0_x0,z20_y0_x90,z20_y0_x60,z20_y0_x30,z20_y0_x0
1591635600,-12.59966775,-13.1754891324,-21.6164720124,-36.7512108636,-12.59966775,-24.0609000591,-42.0134049216,-99.3052480476,-13.7032917759,-17.6847657456,-89.3711032479,-17.1092441856
1591639200,-12.59966775,-12.59966775,-21.0412119996,-34.7890248399,-13.1754891324,-21.6164720124,-32.8742664159,-88.6576798044,-13.7032917759,-18.2122935519,-85.8033879804,-17.6847657456
1591642800,-12.59966775,-12.59966775,-21.0412119996,-34.166775,-13.1754891324,-20.4659137116,-29.7139852479,-81.5201560944,-15.95808624,-18.2122935519,-75.8534663559,-17.1092441856
1591646400,-12.59966775,-12.59966775,-21.0412119996,-33.4966095516,-13.1754891324,-19.3631516751,-27.8460021504,-75.8534663559,-13.7032917759,-18.2122935519,-70.8503201904,-17.1092441856
1591650000,-12.59966775,-12.0238080924,-21.0412119996,-31.6294453839,-13.1754891324,-18.2122935519,-24.6838789884,-65.8919343216,-13.1754891324,-18.2122935519,-66.6072635511,-17.1092441856
1591653600,-12.59966775,-12.59966775,-20.4659137116,-31.6294453839,-12.59966775,-13.1754891324,-20.4659137116,-50.90397975,-13.7032917759,-18.2122935519,-62.3143910991,-21.6164720124
1591657200,-12.59966775,-12.59966775,-20.4659137116,-31.0069674876,-12.59966775,-13.1754891324,-19.9385233239,-47.4635577564,-13.7032917759,-17.6847657456,-44.7389131311,-21.6164720124
1591660800,-12.59966775,-13.1754891324,-20.4659137116,-30.3844446711,-12.59966775,-13.1754891324,-19.3631516751,-46.7944268016,-13.1754891324,-17.6847657456,-41.34384975,-15.95808624
1591664400,-12.59966775,-13.7032917759,-20.4659137116,-29.7139852479,-12.59966775,-13.1754891324,-19.3631516751,-45.4082040975,-13.7032917759,-17.6847657456,-39.3827099151,-13.7032917759
1591668000,-12.59966775,-14.8547495439,-19.9385233239,-29.7139852479,-12.59966775,-13.1754891324,-18.7877417511,-42.6829079964,-13.7032917759,-17.6847657456,-46.12524375,-21.6164720124
1591671600,-12.59966775,-14.8547495439,-19.9385233239,-29.0913691356,-12.59966775,-13.1754891324,-18.7877417511,-42.0134049216,-13.7032917759,-17.6847657456,-44.7389131311,-21.6164720124
1591675200,-12.59966775,-13.7032917759,-19.9385233239,-28.4687081031,-12.59966775,-13.1754891324,-18.7877417511,-41.34384975,-13.1754891324,-17.6847657456,-41.34384975,-15.95808624
1591678800,-12.59966775,-13.1754891324,-19.9385233239,-28.4687081031,-12.59966775,-13.1754891324,-18.7877417511,-39.3827099151,-13.7032917759,-17.6847657456,-39.3827099151,-13.7032917759
1591682400,-12.59966775,-12.59966775,-19.9385233239,-27.8460021504,-12.59966775,-13.1754891324,-18.7877417511,-38.7129500775,-13.7032917759,-17.6847657456,-38.0431381431,-13.7032917759
1591686000,-12.59966775,-12.59966775,-19.9385233239,-27.8460021504,-12.59966775,-13.1754891324,-18.7877417511,-38.0431381431,-13.7032917759,-17.6847657456,-36.08124636,-13.7032917759
1591689600,-12.59966775,-12.59966775,-19.9385233239,-27.8460021504,-12.59966775,-13.1754891324,-18.7877417511,-36.7512108636,-13.7032917759,-17.6847657456,-35.4590898159,-13.7032917759
1591693200,-12.59966775,-12.59966775,-19.9385233239,-27.2232512775,-12.59966775,-13.1754891324,-18.7877417511,-36.7512108636,-13.7032917759,-17.6847657456,-34.166775,-15.95808624
1591696800,-12.59966775,-12.59966775,-19.9385233239,-27.8460021504,-12.59966775,-13.1754891324,-18.7877417511,-36.08124636,-18.7877417511,-17.6847657456,-32.8742664159,-13.7032917759
1591700400,-12.59966775,-12.59966775,-19.9385233239,-27.8460021504,-12.59966775,-13.1754891324,-18.7877417511,-36.08124636,-21.6164720124,-18.2122935519,-31.6294453839,-13.7032917759
1591704000,-12.59966775,-12.59966775,-19.9385233239,-27.8460021504,-12.59966775,-13.1754891324,-18.7877417511,-36.7512108636,-21.6164720124,-18.2122935519,-31.6294453839,-13.7032917759
1591707600,-12.59966775,-12.59966775,-19.9385233239,-27.8460021504,-12.59966775,-13.1754891324,-18.7877417511,-36.08124636,-21.0412119996,-18.2122935519,-30.3844446711,-13.7032917759
1591711200,-13.1754891324,-12.0238080924,-19.3631516751,-27.8460021504,-12.59966775,-13.1754891324,-18.7877417511,-36.08124636,-24.6838789884,-18.2122935519,-30.3844446711,-21.6164720124
1591714800,-12.59966775,-12.59966775,-19.9385233239,-27.8460021504,-12.59966775,-13.1754891324,-19.3631516751,-35.4590898159,-31.0069674876,-18.2122935519,-30.3844446711,-21.0412119996
1591718400,-12.59966775,-12.59966775,-19.3631516751,-27.8460021504,-12.59966775,-13.1754891324,-18.7877417511,-35.4590898159,-21.6164720124,-18.2122935519,-30.3844446711,-18.2122935519
1591722000,-12.59966775,-12.59966775,-19.3631516751,-27.8460021504,-12.59966775,-13.1754891324,-18.7877417511,-34.7890248399,-21.0412119996,-18.2122935519,-30.3844446711,-18.2122935519
1591725600,-12.59966775,-12.59966775,-19.3631516751,-27.8460021504,-12.59966775,-12.59966775,-19.3631516751,-34.7890248399,-21.0412119996,-18.2122935519,-29.7139852479,-15.95808624
